"dev_eui (S)","server_time (S)","bridge_dev_eui (S)","contact_class_score (S)","contact_class_score_diff (N)","contact_id (S)","contact_reported_atstamp (N)","contact_type (S)","counter (S)","current_msg_atstamp (N)","data_type (S)","delay (N)","message (S)","message_sent_at (S)","network (S)","port (N)"
"1677912DF5CC","2021-04-05T18:26:10.261Z","277ACAC128203005","0","147","481F","1139635","2","27","1140052","0e","0","001677912df5cc0e00116554001163a0481f9302001163a0012d1a02001163aa012d3302001163aa01ba9302001163aa481f9302001163b3481f9302ffffff","2021-04-05T18:33:07.261Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:18.372Z","277ACAC128203005","0","118","9328","1139644","2","5","1140053","0e","234","ea1677912df5cc0e00116555001163b301ba9302001163b393289302001163bc01ba1601001163bc012d1a02001163bc481f7602001163bc93287602ffffff","2021-04-05T18:37:01.372Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:28.951Z","277ACAC128203005","0","147","012D","1139654","2","4","1140053","0e","229","e51677912df5cc0e00116555001163c601ba1a02001163c6481f9302001163c6012d9302001163cf01ba7602001163cf481f9302001163d8012d7602ffffff","2021-04-05T18:36:56.951Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:37.951Z","277ACAC128203005","0","147","481F","1139663","2","4","1140053","0e","229","e51677912df5cc0e00116555001163c601ba1a02001163c6481f9302001163c6012d9302001163cf01ba7602001163cf481f9302001163d8012d7602ffffff","2021-04-05T18:36:56.951Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:46.273Z","277ACAC128203005","0","118","9328","1139672","2","28","1140054","0e","3","031677912df5cc0e00116556001163d8481f9302001163d801ba1601001163d893287602001163e2012d7602001163e2481f3302001163e201ba5b02ffffff","2021-04-05T18:33:11.273Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:46.550Z","277ACAC128203005","0","118","9328","1139672","2","3","1140054","0e","224","e01677912df5cc0e00116556001163d8481f9302001163d801ba1601001163d893287602001163e2012d7602001163e2481f3302001163e201ba5b02ffffff","2021-04-05T18:36:52.550Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:46.951Z","277ACAC128203005","0","118","012D","1139672","2","4","1140053","0e","229","e51677912df5cc0e00116555001163c601ba1a02001163c6481f9302001163c6012d9302001163cf01ba7602001163cf481f9302001163d8012d7602ffffff","2021-04-05T18:36:56.951Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:50.641Z","277ACAC128203005","0","118","9328","1139672","2","28","1140054","0e","3","031677912df5cc0e00116556001163d8481f9302001163d801ba1601001163d893287602001163e2012d7602001163e2481f3302001163e201ba5b02ffffff","2021-04-05T18:33:15.641Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:56.273Z","277ACAC128203005","0","91","01BA","1139682","2","28","1140054","0e","3","031677912df5cc0e00116556001163d8481f9302001163d801ba1601001163d893287602001163e2012d7602001163e2481f3302001163e201ba5b02ffffff","2021-04-05T18:33:11.273Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:26:56.550Z","277ACAC128203005","0","91","01BA","1139682","2","3","1140054","0e","224","e01677912df5cc0e00116556001163d8481f9302001163d801ba1601001163d893287602001163e2012d7602001163e2481f3302001163e201ba5b02ffffff","2021-04-05T18:36:52.550Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:00.641Z","277ACAC128203005","0","91","01BA","1139682","2","28","1140054","0e","3","031677912df5cc0e00116556001163d8481f9302001163d801ba1601001163d893287602001163e2012d7602001163e2481f3302001163e201ba5b02ffffff","2021-04-05T18:33:15.641Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:06.503Z","277ACAC128203005","0","147","481F","1139691","2","2","1140107","0e","165","a51677912df5cc0e0011658b001163eb01ba9302001163eb93289302001163eb481f9302001163f4481f9302001163f4012d9302001163f401ba1601ffffff","2021-04-05T18:36:47.503Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:15.391Z","277ACAC128203005","0","118","9328","1139700","2","1","1140167","0e","100","641677912df5cc0e001165c7001163f493287602001163fe01ba7602001163fe481f3302001163fe012d1a0200116407481f93020011640701ba9302ffffff","2021-04-05T18:36:42.391Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:15.503Z","277ACAC128203005","0","22","01BA","1139700","1","2","1140107","0e","165","a51677912df5cc0e0011658b001163eb01ba9302001163eb93289302001163eb481f9302001163f4481f9302001163f4012d9302001163f401ba1601ffffff","2021-04-05T18:36:47.503Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:25.391Z","277ACAC128203005","0","26","012D","1139710","2","1","1140167","0e","100","641677912df5cc0e001165c7001163f493287602001163fe01ba7602001163fe481f3302001163fe012d1a0200116407481f93020011640701ba9302ffffff","2021-04-05T18:36:42.391Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:34.391Z","277ACAC128203005","0","147","01BA","1139719","2","1","1140167","0e","100","641677912df5cc0e001165c7001163f493287602001163fe01ba7602001163fe481f3302001163fe012d1a0200116407481f93020011640701ba9302ffffff","2021-04-05T18:36:42.391Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:46.636Z","277ACAC128203005","0","147","012D","1139719","2","0","1140227","0e","19","131677912df5cc0e0011660300116407012d930200116411012d1a0200116411481f93020011641101ba160100116411932876020011641a01ba9302ffffff","2021-04-05T18:36:33.636Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:50.891Z","277ACAC128203005","0","147","012D","1139719","2","0","1140227","0e","19","131677912df5cc0e0011660300116407012d930200116411012d1a0200116411481f93020011641101ba160100116411932876020011641a01ba9302ffffff","2021-04-05T18:36:37.891Z","HELIUM","14"
"1677912DF5CC","2021-04-05T18:27:53.609Z","277ACAC128203005","0","91","012D","1139738","2","10","1140287","0e","18","121677912df5cc0e0011663f0011641a481f33020011641a012d5b0200116423481f93020011642301ba930200116423012d93020011642d01ba1601ffffff","2021-04-05T18:37:20.609Z","HELIUM","14"
